File,MSE,R2,Accuracy (%),Anomalies Detected,Average Accuracy (%)
ADMISSIONS.csv,25140613.837984495,0.9345255223232968,99.27401744014092,1,98.71980621220304
CALLOUT.csv,4875641.8066152595,0.9242772665202158,99.73712568466016,9,98.71980621220304
CAREGIVERS.csv,113598.75675484998,0.9543418432385212,99.76758238117452,0,98.71980621220304
CPTEVENTS.csv,4303834.167477365,0.8148781398950521,99.96084226017246,178,98.71980621220304
DATETIMEEVENTS.csv,15635428.132661218,0.9635934551216976,99.99619420257562,0,98.71980621220304
DIAGNOSES_ICD.csv,49573374.6274602,0.9256831759342304,99.68239871001751,23,98.71980621220304
DRGCODES.csv,6077129.684646535,0.9448569763490817,99.81086658903503,2,98.71980621220304
D_CPT.csv,7650491.322014925,0.9899335173635491,99.64968412067736,2,98.71980621220304
D_ICD_DIAGNOSES.csv,53330987.21847636,0.9489091383017408,93.39547334336554,0,98.71980621220304
D_ICD_PROCEDURES.csv,530016.7625450969,0.9476786192873512,93.97632965772122,0,98.71980621220304
D_ITEMS.csv,15306306.797389891,0.9980431465262429,99.69184039427677,0,98.71980621220304
D_LABITEMS.csv,7.383798140770253,0.9998440386893507,99.9999988555837,0,98.71980621220304
ICU.csv,7.035084827806122,0.9235312675985501,99.97121995243101,173,98.71980621220304
ICUSTAYS.csv,13648506.356831389,0.8902604833855386,99.8399827650478,4,98.71980621220304
INPUTEVENTS_CV.csv,121266893735.15915,0.7822997063505055,99.02945942349469,1102,98.71980621220304
INPUTEVENTS_MV.csv,13529868753.009197,0.8593107302335428,99.61424754300945,1478,98.71980621220304
LABEVENTS.csv,125445.19194353785,0.6648347323628109,99.99999962462849,512,98.71980621220304
MICROBIOLOGYEVENTS.csv,1735298.0178525401,0.8977000486977293,99.98447514374851,59,98.71980621220304
OUTPUTEVENTS.csv,5594295.457568803,0.8568169962772328,99.9991553456124,167,98.71980621220304
PATIENTS.csv,1000122.3239814815,0.9946384515317739,99.60401729796604,0,98.71980621220304
PRESCRIPTIONS.csv,8.564312171408288e+18,0.8135551224547717,88.71888559527238,301,98.71980621220304
PROCEDUREEVENTS_MV.csv,104469117384.16124,0.9202034121157711,97.63524103596875,70,98.71980621220304
PROCEDURES_ICD.csv,10466911.202161811,0.9425715621186044,99.79242837192342,9,98.71980621220304
SERVICES.csv,40150641.4914224,0.9448366556017156,98.94701786860564,0,98.71980621220304
TRANSFERS.csv,7589079.271463375,0.8803392554333829,99.91667169796679,9,98.71980621220304
