DecisionScore,Anomaly
-0.2208723720323622,1
-0.19924761615834008,1
-0.17793512019615854,1
-0.15693469753345113,1
-0.13624611446290302,1
-0.11586909032837411,1
-0.0958032976827301,1
-0.07604836245727853,1
-0.05660386414277774,1
-0.03746933598203661,1
-0.018644265173909602,1
-0.00012809308873862335,1
0.018079784504870133,0
0.03598001720203747,0
0.053573299712391886,0
0.07086037159974623,0
0.08784201701075744,0
0.1045190643926528,0
0.12089238620010079,0
0.1369628985913547,0
0.15273156111372543,0
0.16819937637850302,0
0.18336738972550215,0
0.1982366888771221,0
0.21280840358238073,0
0.22708370525069377,0
0.24106380657575066,0
0.25474996114947146,0
0.268143463066302,0
0.2812456465178492,0
0.2940578853780025,0
0.30658159277886554,0
0.3188182206773309,0
0.3307692594126834,0
0.3424362372552796,0
0.35382071994646047,0
0.3649243102298314,0
0.3757486473741416,0
0.3862954066878128,0
0.39656629902531115,0
0.4065630702856087,0
0.416287500902774,0
0.4257414053289139,0
0.43492663150965427,0
0.44384506035233606,0
0.4524986051870261,0
0.46088921122058046,0
0.46901885498399487,0
0.4768895437730567,0
0.4845033150826623,0
0.4918622360348692,0
0.4989684028009034,0
0.5058239400173132,0
0.5124310001964645,0
0.5187917631315724,0
0.524908435296414,0
0.530783249240006,0
0.5364184629763198,0
0.5418163593694079,0
0.5469792455139366,0
0.5519094521115022,0
0.5566093328427719,0
0.5610812637358418,0
0.5653276425308249,0
0.5693508880409617,0
0.5731534395104987,0
0.576737755969468,0
0.5801063155855886,0
0.5832616150135266,0
0.5862061687416986,0
0.5889425084368369,0
0.591473182286478,0
0.593800754339691,0
0.5959278038461271,0
0.5978569245936765,0
0.5995907242449174,0
0.6011318236726169,0
0.6024828562942997,0
0.6036464674064508,0
0.6046253135181399,0
0.6054220616846298,0
0.6060393888409212,0
0.6064799811355854,0
0.6067465332651043,0
0.6068417478087316,0
0.6067683345643289,0
0.6065290098852181,0
0.6061264960183088,0
0.6055635204436616,0
0.6048428152157523,0
0.6039671163065634,0
0.6029391629507543,0
0.6017616969930764,0
0.6004374622382453,0
0.5989692038034331,0
0.5973596674736097,0
0.5956115990598896,0
0.593727743761109,0
0.5917108455287554,0
0.5895636464355434,0
0.587288886047654,0
0.5848893008009988,0
0.5823676233815913,0
0.5797265821101227,0
0.5769689003311509,0
0.57409729580678,0
0.571114480115261,0
0.5680231580544888,0
0.5648260270506977,0
0.5615257765724184,0
0.5581250875498949,0
0.5546266318001418,0
0.5510330714577467,0
0.5473470584116136,0
0.5435712337477678,0
0.5397082271983571,0
0.5357606565970592,0
0.5317311273409171,0
0.5276222318589046,0
0.5234365490871795,0
0.5191766439512424,0
0.5148450668551892,0
0.5104443531780554,0
0.5059770227774649,0
0.5014455795006523,0
0.49685251070300573,0
0.49220028677426164,0
0.4874913606723439,0
0.4827281674651598,0
0.4779131238802048,0
0.47304862786231894,0
0.46813705813949014,0
0.4631807737969371,0
0.4581821138594826,0
0.4531433968823073,0
0.44806692055022346,0
0.4429549612854746,0
0.4378097738642044,0
0.4326335910415775,0
0.4274286231856923,0
0.42219705792039086,0
0.4169410597768568,0
0.4116627698542672,0
0.4063643054893742,0
0.4010477599351958,0
0.3957152020488177,0
0.39036867598827385,0
0.38501020091869975,0
0.37964177072765537,0
0.3742653537497169,0
0.3688828925003502,0
0.3634963034190921,0
0.3581074766221004,0
0.35271827566396396,0
0.34733053730898966,0
0.34194607131176014,0
0.33656666020716486,0
0.33119405910975175,0
0.32582999552250236,0
0.32047616915498445,0
0.31513425175087484,0
0.3098058869249183,0
0.3044926900091003,0
0.29919624790834654,0
0.29391811896540965,0
0.28865983283512087,0
0.28342289036789836,0
0.27820876350251744,0
0.2730188951680965,0
0.26785469919521354,0
0.26271756023629855,0
0.257608833694956,0
0.25252984566449044,0
0.24748189287535993,0
0.24246624265163064,0
0.23748413287632353,0
0.23253677196562172,0
0.22762533885187253,0
0.2227509829753611,0
0.21791482428462672,0
0.21311795324558958,0
0.2083614308590267,0
0.20364628868659373,0
0.1989735288852632,0
0.1943441242499837,0
0.1897590182646809,0
0.18521912516134797,0
0.1785116079937321,0
0.17408895015544168,0
0.16971447434877796,0
0.16538896412127357,0
0.1611131742356644,0
0.1568878307798407,0
0.15271363128427495,0
0.14859124484683406,0
0.1445213122648692,0
0.14050444617446622,0
0.13654123119675532,0
0.13263222409121056,0
0.1287779539157743,0
0.12497892219373519,0
0.12123560308726233,0
0.11754844357740524,0
0.1139178636505811,0
0.11034425649126867,0
0.10682798868096555,0
0.10336940040314602,0
0.09996880565416966,0
0.09662649246006261,0
0.09334272309893343,0
0.09011773432902714,0
0.08695173762221131,0
0.08384491940280903,0
0.0807974412916419,0
0.07780944035520143,0
0.07488102935970353,0
0.07201229703008671,0
0.06920330831364296,0
0.06645410464828849,0
0.06376470423528424,0
0.06113510231627828,0
0.05856527145458301,0
0.05605516182050607,0
0.0536047014806833,0
0.051213796691154556,0
0.048882332194249756,0
0.04661017151896196,0
0.04439715728480209,0
0.04224311150895943,0
0.04014783591667204,0
0.03811111225462582,0
0.03613270260733792,0
0.034212349716328916,0
0.03234977730194366,0
0.0305446903878277,0
0.028796775627723648,0
0.027105701634679846,0
0.025471119312387103,0
0.02389266218860442,0
0.022369946750528058,0
0.020902572781942297,0
0.01949012370216252,0
0.0181321669064598,0
0.016828254107995377,0
0.015577921681114049,0
0.01438069100581707,0
0.013236068813396784,0
0.01214354753302338,0
0.011102605639223384,0
0.01011270800017705,0
0.009173306226562872,0
0.008283839021078876,0
0.007443732528303215,0
0.006652400684899362,0
0.0059092455700895385,0
0.005213657756193868,0
0.004565016659196175,0
0.003962690889226295,0
0.003406038600830996,0
0.0028944078429820053,0
0.002427136908638161,0
0.0020035546838688134,0
0.0016229809963750341,0
0.0012847269633109448,0
0.0009880953383749613,0
0.0007323808579666746,0
0.0005168705864715406,0
0.00034084426043534677,0
0.00020357463165154854,0
0.00010432780899094496,1
4.236359903231346e-05,1
1.6935845128074334e-05,1
2.7292765238939865e-05,1
7.267728801174655e-05,1
0.0001523273874397546,0
0.00026547641565066726,0
0.0004113534340497438,0
0.0005891835426012904,0
0.0007981882071810276,0
0.0010375855849371618,0
0.001306590847681477,0
0.0016044165030670854,0
0.001930272713703829,0
0.0022833676139342174,0
0.002662907624404909,0
0.003068097764217015,0
0.0034981419606960884,0
0.003952243356694751,0
0.004429604615362237,0
0.004929428222363086,0
0.005450916785440185,0
0.005993273331311499,0
0.006555701599882724,0
0.0071374063356373085,0
0.007737593576260693,0
0.008355470938385068,0
0.008990247900442228,0
0.009641136082572999,0
0.010307349523618115,0
0.010988104954980926,0
0.011682622071568005,0
0.012390123799590924,0
0.013109836561239874,0
0.013840990536239772,0
0.014582819920233803,0
0.015334563179946414,0
0.016095463305116908,0
0.016864768057217816,0
0.017641730214807083,0
0.0184256078156686,0
0.019215664395574095,0
0.020011169223716152,0
0.020811397534730602,0
0.021615630757453985,0
0.022423156740092764,0
0.023233269972154247,0
0.024045271802826562,0
0.024858470655964027,0
0.025672182241576635,0
0.026485729763880528,0
0.0272984441258437,0
0.028109664130223422,0
0.028918736677137957,0
0.029725016958066064,0
0.0305278686463879,0
0.031326664084353695,0
0.03212078446653699,0
0.032909620019740515,0
0.03369257017937244,0
0.03446904376223614,0
0.03523845913582946,0
0.03600024438402727,0
0.03675383746925043,0
0.03749868639106069,0
0.03823424934119579,0
0.038959994855064295,0
0.039675401959637924,0
0.040379960317837416,0
0.04107317036934255,0
0.04175454346782104,0
0.04242360201464379,0
0.04307987958903148,0
0.043722921074655474,0
0.0443522827826488,0
0.04496753257119046,0
0.04556824996138609,0
0.046154026249782376,0
0.04672446461720092,0
0.047279180234161444,0
0.04781780036269723,0
0.048339964454696016,0
0.04884532424671484,0
0.049333543851279416,0
0.04980429984465573,0
0.05025728135120566,0
0.05069219012410464,0
0.05110874062269488,0
0.0515066600862788,0
0.05188568860444498,0
0.05224557918392847,0
0.052586097811996524,0
0.05290702351629761,0
0.05320814842136201,0
0.05348927780153723,0
0.053750230130491516,0
0.05399083712731212,0
0.05421094379906499,0
0.05441040847998124,0
0.05458910286715657,0
0.05474691205282767,0
0.05488373455317941,0
0.05499948233376628,0
0.05509408083145395,0
0.05516746897294844,0
0.0552195991898774,0
0.055250437430483856,0
0.055259963167831216,0
0.055248169404642056,0
0.05521506267465348,0
0.05516066304061873,0
0.05508500408879691,0
0.05498813292010496,0
0.05487011013777554,0
0.05473100983165047,0
0.05457091955898363,0
0.05438994032187061,0
0.05418818654123925,0
