File,MSE,R2,Accuracy (%),Anomalies Detected,Average Accuracy (%)
ADMISSIONS.csv,0.0005175159305108907,0.9994824840694891,99.94824840694892,1,98.06422485423768
CALLOUT.csv,0.0373130457904889,0.9626869542095111,96.2686954209511,9,98.06422485423768
CAREGIVERS.csv,8.741693826305501e-05,0.9999125830617369,99.99125830617369,0,98.06422485423768
CPTEVENTS.csv,0.007788299385830658,0.9922117006141692,99.22117006141693,178,98.06422485423768
DATETIMEEVENTS.csv,9.660634662250911e-05,0.9999033936533775,99.99033936533775,0,98.06422485423768
DIAGNOSES_ICD.csv,0.0002670850312527685,0.9997329149687472,99.97329149687472,23,98.06422485423768
DRGCODES.csv,0.008538736749511035,0.9914612632504891,99.1461263250489,2,98.06422485423768
D_CPT.csv,0.3667498939397372,0.6332501060602628,63.325010606026275,2,98.06422485423768
D_ICD_DIAGNOSES.csv,2.156071055983939e-05,0.9999784392894402,99.99784392894402,0,98.06422485423768
D_ICD_PROCEDURES.csv,1.832974454565339e-06,0.9999981670255453,99.99981670255454,0,98.06422485423768
D_ITEMS.csv,1.082500411734999e-05,0.9999891749958827,99.99891749958827,0,98.06422485423768
D_LABITEMS.csv,6.371709319064236e-06,0.999993628290681,99.99936282906809,0,98.06422485423768
ICU.csv,0.010161321058023727,0.9898386789419764,98.98386789419763,173,98.06422485423768
ICUSTAYS.csv,0.006460148811106569,0.9935398511888934,99.35398511888934,4,98.06422485423768
INPUTEVENTS_CV.csv,0.00019530706301684262,0.9998046929369832,99.98046929369832,1102,98.06422485423768
INPUTEVENTS_MV.csv,0.0007091462573425246,0.9992908537426575,99.92908537426575,1478,98.06422485423768
LABEVENTS.csv,0.01596316450503262,0.9840368354949675,98.40368354949673,512,98.06422485423768
MICROBIOLOGYEVENTS.csv,0.0019243554526401233,0.99807564454736,99.80756445473598,59,98.06422485423768
OUTPUTEVENTS.csv,0.016758059117128625,0.9832419408828714,98.32419408828714,167,98.06422485423768
PATIENTS.csv,0.00026759444083376886,0.9997324055591663,99.97324055591662,0,98.06422485423768
PRESCRIPTIONS.csv,0.0005089387989613096,0.9994910612010387,99.94910612010386,301,98.06422485423768
PROCEDUREEVENTS_MV.csv,0.006319912442271172,0.9936800875577287,99.36800875577289,70,98.06422485423768
PROCEDURES_ICD.csv,0.0009367989427297689,0.9990632010572702,99.90632010572702,9,98.06422485423768
SERVICES.csv,0.0004358113630825206,0.9995641886369174,99.95641886369174,0,98.06422485423768
TRANSFERS.csv,0.001904037677744755,0.9980959623222553,99.80959623222553,9,98.06422485423768
