row_id,icd9_code
223.93018,1332.6589
224.91309,1333.5769
225.89551,1334.4792
226.87695,1335.3894
227.8584,1336.3074
228.83984,1337.2175
229.82178,1338.1199
230.80664,1342.0339
231.78906,1342.9402
232.771,1343.8582
233.7539,1344.7683
234.73535,1345.6785
235.7168,1346.6003
236.69922,1347.5027
237.6836,1351.4207
238.66553,1352.323
239.64795,1353.2449
240.6294,1354.1511
241.61084,1355.0574
242.59326,1355.9675
243.5752,1356.8855
244.59082,1400.7996
245.57275,1401.7097
246.55518,1402.6199
247.53711,1403.5339
248.51807,1404.448
249.5,1405.3542
250.48291,1406.2683
251.4751,1420.1785
252.45801,1421.0886
252.44092,129.85811
253.42188,130.77998
254.40967,138.67451
255.39258,139.59248
256.37354,140.50655
257.35596,141.4167
258.33887,142.33076
259.32373,148.2292
260.30518,149.14717
261.2881,150.06123
262.49268,439.00653
263.47314,439.91278
264.45557,440.82684
265.43848,441.737
266.4204,442.64716
267.40576,447.56122
268.16162,156.43623
269.14307,157.3542
270.1255,158.26045
271.1079,159.17061
272.08984,160.08467
273.0708,160.99483
274.05713,165.90498
275.03906,166.81905
276.0205,167.7292
277.00293,168.63936
277.98438,169.54951
278.9673,170.46358
279.94775,171.37764
281.3369,698.34247
282.32568,706.25653
282.896,176.10811
283.8789,177.01826
284.86035,177.92842
285.8423,178.83858
288.0708,1792.9285
289.06348,1806.8425
290.04443,1807.7527
291.02734,1808.655
292.01074,1809.5808
292.9912,1810.491
293.97363,1811.3894
294.95508,1812.3074
295.94043,1816.2214
296.9214,1817.1316
297.9038,1818.0378
298.88623,1818.9519
299.8672,1819.8582
300.8501,1820.78
301.83203,1821.6863
302.81543,1825.6003
303.79834,1826.5144
304.78076,1827.4207
305.7622,1828.3347
306.74365,1829.2449
307.72607,1830.155
308.6045,1697.0496
309.58496,1697.9597
310.56885,1698.8699
311.55078,1699.7878
312.5337,1700.698
313.5171,1704.6042
314.49902,1705.5183
315.47998,1706.4246
316.4624,1707.3386
317.4453,1708.2605
318.42773,1709.1589
319.4082,1710.0691
320.39355,1713.987
321.3755,1714.8972
322.3579,1715.8074
323.33936,1716.7175
324.3208,1717.6316
325.3037,1718.5378
326.2871,1719.4519
327.26953,1723.362
328.25098,1724.2722
329.2334,1725.1863
330.21582,1726.0964
331.19873,1727.0066
332.18018,1727.9207
333.16162,1728.8308
334.1455,1732.741
335.12793,1733.6511
336.10938,1734.5691
337.0923,1735.4792
338.07422,1736.3855
339.05566,1737.2996
340.0376,1738.2058
341.02197,1742.1199
342.0044,1743.0261
342.98584,1743.9441
343.96826,1744.8542
344.95117,1745.7605
345.93213,1746.6785
346.91406,1747.5925
347.89844,1751.4988
348.88086,1752.4089
349.86328,1753.323
350.8457,1754.237
351.82666,1755.1433
352.8081,1756.0574
353.79053,1756.9636
354.7754,1760.8816
355.7578,1761.7917
356.73828,1762.698
357.7207,1763.6042
358.70312,1764.5261
359.68604,1765.4363
360.66748,1766.3425
361.65186,1770.2566
362.63428,1771.1667
363.61523,1772.0769
364.59766,1772.987
365.58008,1773.9089
366.56152,1774.8074
367.54395,1775.7253
368.52783,1779.6316
369.51025,1780.5496
370.4922,1781.4558
371.47412,1782.366
372.45654,1783.2761
373.438,1784.1863
374.39697,954.3542
375.39844,955.2995
376.3994,956.26044
377.40234,957.21356
378.4043,958.1628
379.40527,959.1237
380.40723,960.07294
381.4082,961.02606
382.41064,961.9753
383.4131,962.9323
384.41406,963.88934
385.41602,964.8503
386.41553,968.7839
387.41748,969.7409
388.41797,970.69403
389.4204,971.64716
390.42236,972.6042
391.4248,973.5573
392.42627,974.51044
393.4248,978.45184
394.42627,979.40497
395.4287,980.362
396.42432,988.2878
397.42773,989.2448
402.85645,8961.243
403.82764,8962.304
404.82227,8969.147
401.4292,998.0495
402.42285,1008.9714
403.42627,1009.9167
404.42725,1010.8737
405.4297,1011.83075
411.1914,9115.296
412.1621,9116.3545
413.13574,9117.415
414.1289,9124.253
410.44043,1013.6081
411.44287,1014.56903
412.44482,1015.51825
413.44434,1017.46356
414.4458,1018.4167
415.44775,1019.3776
416.45117,1020.33075
417.45166,1021.2839
418.45264,1022.237
424.18457,9222.587
425.15625,9223.642
426.12793,9224.708
427.1294,9233.4795
428.10156,9234.542
429.0957,9241.382
425.46875,1024.9285
431.07568,9253.142
432.04736,9254.202
433.042,9261.04
429.4756,1026.7488
430.47803,1027.7019
431.4746,1036.6316
432.47656,1037.5886
433.47852,1038.5339
439.33643,9387.907
440.30908,9388.97
441.28076,9390.03
442.25244,9391.093
443.22412,9392.1455
444.4043,9447.202
445.375,9448.257
446.37012,9455.101
442.49414,1046.1238
443.4961,1047.0691
444.49707,1048.03
445.5,1048.9832
446.50146,1049.9402
452.52002,9544.364
453.4917,9545.425
454.46338,9546.493
455.43555,9547.544
456.40674,9548.606
457.37842,9549.671
458.35107,9550.726
459.32666,9552.747
455.51855,1055.5339
456.52002,1056.491
457.52197,1057.4402
458.5244,1058.3933
459.5249,1059.3425
460.52734,1060.3035
461.5298,1061.2527
462.53125,1062.2136
463.53223,1063.1628
464.5337,1064.116
465.5371,1065.073
467.19043,204.78389
467.5332,1075.9441
468.53516,1076.905
469.53076,1084.8308
470.53418,1085.7917
476.97656,9863.835
477.94775,9864.901
478.91992,9865.962
479.8911,9867.019
480.8628,9868.081
481.83643,9869.14
482.80762,9870.198
483.7788,9871.261
484.75293,9873.284
480.55615,1087.3503
486.73096,9884.079
487.70312,9885.142
488.6748,9886.198
489.64648,9887.257
490.61816,9888.315
491.58838,9889.38
492.56104,9890.438
493.5327,9891.497
494.50732,9893.522
495.4795,9894.583
496.45117,9895.638
497.42334,9896.7
498.39404,9897.761
499.38477,9903.64
500.35693,9904.704
501.3286,9905.759
502.2998,9906.825
503.27246,9907.886
504.2622,9913.7705
500.60254,1090.4832
501.60498,1091.4363
507.2461,9935.224
508.2168,9936.274
509.18848,9937.333
510.15967,9938.388
511.13135,9939.44
512.103,9940.491
513.08105,9943.448
508.76758,4206.362
509.7505,4207.272
510.7329,4208.1743
511.71484,4209.096
512.7007,4216.014
515.0718,517.71356
516.0737,518.6667
515.6616,4237.7407
516.64355,4238.647
517.6255,4239.561
518.6118,4245.475
521.0835,520.44794
522.08545,521.40497
523.0874,522.3581
522.56104,4277.1235
523.54297,4278.0454
524.5254,4278.9478
525.5073,4279.854
526.4888,4280.768
527.4717,4281.682
528.4551,4284.5845
531.10645,524.0026
532.39355,148.1628
531.6387,4595.354
532.6206,4596.2603
533.60254,4597.178
534.584,4598.0923
535.5718,4605.0063
536.5532,4605.9087
537.53564,4606.8267
538.5176,4607.733
539.5049,4614.651
540.4863,4615.557
541.4673,4616.475
542.4507,4617.3813
543.4829,4684.2993
544.46484,4685.2134
545.4463,4686.1196
546.4292,4687.0337
549.1196,564.1003
548.40576,4704.854
549.3926,4712.768
552.126,565.95966
553.12744,566.9167
552.376,4764.5063
553.3584,4765.4204
554.3462,4772.3306
557.1333,571.7292
558.13574,572.6823
559.1372,573.63934
560.14014,574.59247
561.1367,581.52997
562.1382,582.4792
563.4668,152.81123
564.13477,593.3581
565.13574,594.3073
566.1328,601.2409
567.13574,602.19794
568.1367,603.1589
569.13965,604.1081
570.13965,605.0612
571.1372,611.9909
570.3721,5192.9595
571.35254,5193.862
574.14307,613.8698
575.1455,614.8112
576.1421,621.7487
577.14355,622.70575
578.1465,623.6628
579.14795,624.612
580.1455,629.5534
581.14795,630.5026
582.1499,631.45575
583.15186,632.4128
582.3081,5400.9087
583.28955,5401.815
584.271,5402.733
585.2539,5403.643
586.2363,5404.553
587.2202,5409.471
588.2036,5410.3774
589.1846,5411.2876
590.1675,5412.1978
591.1538,5419.104
592.1675,5461.026
593.1543,5468.94
596.17773,639.82684
597.1792,640.7839
598.1821,641.737
597.1035,5499.5806
598.08545,5500.4946
599.0669,5501.4087
600.0498,5502.3228
601.03516,5508.233
604.19434,643.4714
605.19775,644.4206
603.9966,5528.9673
604.9785,5529.8774
605.95996,5530.7915
606.9414,5531.7056
607.92285,5532.612
608.9087,5537.526
612.2129,646.1237
613.21484,647.07684
611.86914,5559.264
612.85156,5560.1626
613.8345,5561.0845
614.8159,5561.9907
615.8003,5566.901
619.228,648.8073
620.2295,649.76825
621.23145,650.71747
622.2334,651.6784
622.29736,1888.6589
623.2998,1889.6199
624.30225,1890.5691
625.3037,1891.5222
626.3052,1892.4792
627.3037,1896.4246
628.30664,1897.3777
629.3081,1898.3308
630.3096,1899.28
631.3115,1900.2332
632.31396,1901.1941
633.3154,1902.1472
634.2617,1975.866
635.2637,1976.8152
636.26514,1977.7722
637.2671,1978.7332
638.26807,1979.6785
639.2705,1980.6316
640.27246,1981.5886
641.271,1985.53
642.27246,1986.487
643.2749,1987.4324
645.45654,430.38934
646.459,431.33856
647.45703,438.27606
648.459,439.22528
649.45996,440.1823
650.4614,441.13934
653.2456,135.4128
652.45215,459.9909
653.4531,460.95184
654.4551,461.89325
655.45703,462.8542
653.98486,3729.3386
654.98535,3730.2957
655.9878,3731.241
656.98926,3732.198
657.9629,3770.03
658.96436,3770.987
659.9629,3777.9207
663.47217,468.49872
667.19385,136.45576
665.46875,479.3698
663.8823,3898.362
664.8833,3899.319
665.88477,3900.2722
666.88184,3907.2058
670.48,481.14716
671.4829,482.1042
669.87354,3928.0144
670.875,3928.9597
671.876,3929.9167
672.8789,3930.8699
673.8799,3931.827
674.8784,3936.7644
678.4956,486.7917
679.49854,487.74872
680.5,488.69012
681.53516,489.62762
682.59814,490.56122
683.6621,491.487
684.7256,492.40887
685.7554,496.34637
686.81885,497.27606
687.88184,498.19403
688.9453,499.13153
690.0083,500.0534
691.07275,500.987
688.76904,4127.557
689.76953,4128.5024
690.74414,4167.3384
691.7461,4168.2876
692.7422,4175.221
693.7363,4186.143
694.7388,4187.096
695.74023,4188.057
696.7417,4189.0063
697.74365,4189.9595
698.7461,4190.9204
701.41895,1985.948
702.4204,1986.8972
703.4219,1987.8503
704.42334,1988.8113
710.51514,296.5573
711.5786,297.487
712.6406,298.41278
713.7046,299.34247
714.7671,300.26434
715.83154,301.18622
716.87256,304.12762
717.93506,305.0417
719.0,305.9831
720.0615,306.90887
721.10254,307.87372
722.104,308.9167
723.1035,313.88544
724.10596,314.9245
725.1079,315.95966
726.1089,316.99872
727.1118,318.0417
728.11426,319.07684
729.11426,324.0495
730.1167,325.08075
731.11865,326.12372
732.1206,327.16278
733.1221,328.19794
734.1245,329.2409
735.124,334.20966
736.126,335.2409
737.2661,124.123726
738.2676,125.1706
739.12256,356.0495
740.12354,357.08466
741.1211,364.9948
742.12354,366.02997
743.126,367.07684
744.1279,368.12372
745.12744,374.06903
746.1279,375.10028
747.11914,395.78778
748.1201,396.82294
749.12305,397.8698
750.1245,398.90497
751.124,403.8698
752.12646,404.90887
753.1279,405.94794
754.1304,406.9909
755.1328,408.02606
756.13184,413.97137
757.1338,415.01434
758.13525,416.0495
759.1377,417.09637
760.14014,418.13544
761.1426,419.1667
755.50684,3367.1355
756.5093,3368.1003
757.51025,3369.0535
758.5122,3370.0027
759.51416,3370.9636
760.5137,3374.8972
768.1572,425.45575
764.01953,1394.1707
765.0205,1395.116
766.02344,1396.0769
767.0254,1397.0339
768.02637,1397.9832
769.0259,1401.9285
770.02686,1402.8777
771.0298,1403.8347
772.03174,1404.7839
773.0337,1405.7449
774.03516,1406.6941
775.03564,1407.6472
776.03516,1411.5925
777.0376,1412.5457
778.03906,1413.5105
779.041,1414.4519
780.042,1415.4089
781.0449,1416.366
782.0464,1417.3152
783.0454,1421.2566
784.04736,1422.2136
785.0493,1423.1667
786.05176,1424.1238
787.05225,1425.073
788.0542,1426.03
789.0552,1426.987
790.0552,1430.9324
791.0576,1431.8816
792.0591,1432.8308
793.0615,1433.7917
794.063,1434.7449
795.06396,1435.6941
796.0659,1436.6433
797.06494,1440.5925
798.0669,1441.5535
799.06934,1442.4988
800.0708,1443.4597
801.07227,1444.405
802.0737,1445.366
803.0762,1446.3152
804.0752,1450.2644
805.07666,1451.2175
806.0786,1452.1628
807.0801,1453.1238
808.08203,1454.0808
809.083,1455.0261
810.08545,1455.991
811.07764,1469.9011
812.0791,1470.8464
813.08105,1471.8074
814.084,1472.7644
815.0845,1473.7136
816.08496,1474.6667
817.0879,1475.6199
818.0874,1479.5613
819.08984,1480.5183
820.0913,1481.4714
821.0928,1482.4285
822.09424,1483.3894
823.0967,1484.3308
824.09814,1485.2839
825.09766,1489.237
826.14355,1490.1707
827.2051,1491.0925
828.26953,1492.0222
829.33203,1492.9519
830.395,1493.8738
831.4585,1494.8074
832.0552,1568.6785
833.05615,1569.6238
834.0581,1570.5847
835.0596,1571.5339
836.06104,1572.491
837.0635,1573.4441
838.09375,1574.3855
839.0571,1588.3113
840.07666,1589.2566
841.1406,1590.1863
842.20264,1591.112
843.2671,1592.0378
844.3301,1592.9636
845.39355,1593.8933
846.4253,1597.8308
847.4868,1598.7527
848.5508,1599.6824
849.61426,1600.6082
850.6782,1601.5378
851.7407,1602.4558
852.8047,1603.3855
853.8345,1607.3152
854.89795,1608.2527
855.96045,1609.1824
857.0239,1610.1042
858.0874,1611.0339
859.15186,1611.9558
860.21436,1612.8855
861.0239,1636.8464
862.0874,1637.7683
863.1504,1638.698
864.2129,1639.6238
865.27686,1640.5496
866.33984,1641.4792
867.4053,1642.405
868.4336,1646.3386
869.49805,1647.2644
870.5596,1648.1941
871.624,1649.1238
872.688,1650.0535
873.75146,1650.9753
874.81396,1651.905
875.8452,1655.8347
876.9077,1656.7566
877.9712,1657.6863
879.03516,1658.616
880.09766,1659.5457
881.16113,1660.4753
882.2256,1661.3972
883.2554,1665.3347
884.31885,1666.2527
887.8789,1375.1902
889.61914,235.86983
889.8779,1386.112
890.8799,1387.1511
891.8823,1388.1824
892.88477,1389.2214
893.8867,1390.2605
894.8882,1391.3035
895.89014,1393.3269
896.8926,1394.366
897.89453,1395.405
896.59863,13154.688
897.56885,13155.507
898.5371,13156.329
899.5073,13157.14
900.4961,13163.101
903.90625,1404.5847
904.9072,1405.6199
905.9092,1406.6589
906.9116,1407.7019
907.9136,1408.741
908.916,1409.78
909.91455,1415.7292
910.917,1416.7683
911.91504,1424.6863
912.9175,1425.7214
913.91895,1426.7488
914.9209,1427.7996
915.92334,1428.8347
916.9219,1434.7839
917.9243,1435.8269
919.6992,243.46748
919.9238,1446.7449
920.9253,1447.7839
920.709,13685.144
921.7031,13693.147
923.9326,1449.9128
924.9341,1450.9558
925.937,1451.9949
926.9375,1454.9988
927.93994,1456.0378
928.9409,1457.0769
929.94336,1458.112
930.9458,1459.155
931.94824,1460.1941
932.9502,1461.2332
934.7378,247.26045
934.9448,1477.0652
935.94775,1478.0964
936.9463,1485.03
937.94727,1487.0574
938.9492,1488.0925
939.9512,1490.1082
940.9531,1491.1472
941.9541,1492.1902
942.95703,1493.2253
943.958,1495.2527
944.9614,1496.2917
945.9634,1497.3269
946.96533,1498.366
947.9663,1499.405
948.9697,1500.4402
949.9717,1501.487
950.97314,1502.5183
951.97656,1503.5613
952.97754,1505.5808
948.1582,20208.557
949.13574,20209.627
950.1133,20210.7
951.09033,20211.775
952.06885,20212.85
953.0469,20213.93
954.0244,20215.004
955.00146,20216.076
955.9785,20218.094
956.95654,20219.17
957.9341,20220.244
958.9126,20221.318
959.8906,20222.39
960.8672,20223.465
961.8452,20224.537
962.82275,20225.617
963.8008,20226.688
964.7783,20228.709
965.75635,20229.783
966.7344,20230.855
967.7114,20231.932
968.68896,20233.006
969.6665,20234.08
970.645,20235.16
971.62256,20236.232
972.6001,20237.307
973.5781,20239.326
981.605,656.56903
974.3252,5640.3696
975.32227,5648.2993
984.60986,662.6237
985.6113,663.6667
978.3135,5669.1
979.3164,5670.053
980.3115,5677.9907
981.2666,5739.7446
982.2637,5747.678
991.62256,672.84247
992.6255,673.88544
993.62695,674.9245
994.624,682.84247
995.62646,683.88153
988.1802,5878.0063
989.18164,5878.9556
990.1841,5879.9126
991.1782,5888.8384
992.1758,5896.776
993.1377,5948.561
994.1406,5949.514
995.1377,5956.444
996.1323,5967.3735
997.1343,5968.3228
998.1299,5976.2485
999.1323,5977.2134
1000.1323,5978.1587
1001.13477,5979.1196
1002.1323,5986.057
1003.13477,5987.0103
1004.13574,5987.9634
1005.1367,5988.9087
1014.66797,703.612
1015.66943,704.65106
1016.6719,705.69794
1017.6738,706.737
1018.6704,714.63934
1020.02246,176.44795
1020.6709,725.5651
1021.6709,726.6042
1022.6743,727.64716
1023.6758,728.6784
1024.6782,729.7253
1025.6812,730.76434
1026.6816,733.76434
1027.6826,734.8034
1028.686,735.84247
1029.687,736.8776
1030.6895,737.9206
1031.688,743.8659
1032.6919,744.9089
1034.0591,180.18623
1034.6895,755.82294
1035.6914,756.8542
1036.6929,757.90106
1037.6953,758.94403
1038.6982,759.9753
1039.6982,763.96747
1040.7002,765.0026
1041.7017,766.0456
1042.7046,767.08466
1043.7065,768.1159
1044.7095,769.1589
1036.6743,6703.2446
1037.6758,6704.1978
1038.6782,6705.155
1039.6758,6712.0845
1049.7202,774.3464
1050.7217,775.39325
1051.7046,805.89716
1052.707,806.9362
1044.4077,7081.69
1045.4097,7082.639
1046.4111,7083.5923
1047.4136,7084.5454
1048.4111,7091.487
1049.4116,7092.444
1050.4136,7093.389
1051.416,7094.346
1052.4116,7102.28
1053.4131,7103.225
1054.4146,7104.182
1055.417,7105.139
1056.415,7110.0806
1057.417,7112.026
1058.419,7112.987
1059.4194,7113.928
1060.4214,7114.889
1061.4199,7119.8345
1071.7559,812.9206
1063.418,7130.7173
1064.419,7131.6665
1074.7632,816.0378
1076.1704,189.44014
1076.7612,826.95966
1077.7627,827.9987
1078.7661,829.0378
1079.7686,830.07294
1071.2856,7330.725
1072.2876,7331.6743
1073.2837,7338.612
1083.7759,835.2214
1084.7778,836.25653
1085.7793,837.2956
1086.7783,844.21747
1087.7793,845.26044
1088.7817,846.3034
1089.7842,847.33856
1090.7866,848.38153
1082.2002,7478.776
1083.2026,7479.733
1084.2031,7480.678
1085.206,7481.6353
1095.7988,850.6198
1096.7979,855.58856
1098.229,194.61201
1098.7969,867.4987
1099.7988,868.5339
1100.7964,876.44794
1101.7998,877.487
1102.8008,878.52606
1103.8022,879.5651
1104.8047,880.5964
1105.8066,881.64716
1106.8076,885.63153
1097.9551,7854.8794
1098.9556,7855.8306
1109.8145,887.76434
1100.9526,7866.7056
1101.9541,7867.6606
1102.9565,7868.6177
1103.9541,7875.553
1114.8276,890.01044
1115.8286,891.0456
1116.831,892.08075
1117.833,893.1237
1118.8354,894.1667
1119.8379,895.20184
1110.9248,7937.053
1111.9268,7938.0083
1112.9233,7943.9478
1113.9248,7944.899
1124.8496,898.4323
1125.852,899.4831
1126.854,900.51044
1127.856,901.5534
1128.8579,902.58856
1119.8936,8005.444
1120.8965,8006.4067
1121.898,8007.356
1122.9004,8008.315
1123.898,8014.2446
1134.873,904.89325
1125.8862,8036.0825
1126.8872,8037.0493
1127.8892,8037.9966
1128.8882,8042.942
1129.8901,8043.895
1130.8867,8052.8247
1131.8877,8053.778
1143.3506,202.07686
1143.8896,919.15497
1144.8916,920.19794
1145.8936,921.2292
1146.8921,928.1667
1147.8936,929.20184
1148.896,930.2409
1149.8975,931.2839
1150.9004,932.31903
1141.7305,8293.577
1142.7319,8294.528
1143.7285,8302.462
1154.9082,937.45575
1155.9106,938.50653
1156.9121,939.5378
1157.9146,940.57294
1158.9165,941.6159
1159.916,947.56903
1160.9175,948.6042
1161.9199,949.64716
1162.9219,950.6823
1163.9243,951.71747
1164.9268,952.75653
1165.563,1518.573
1166.5654,1519.612
1167.5674,1520.655
1168.5693,1521.6902
1169.5679,1527.6433
1170.5708,1528.6902
1171.5732,1529.7253
1172.5737,1530.7566
1173.5723,1537.6941
1174.5757,1538.7332
1175.5776,1539.7683
1176.5791,1540.8074
1177.5781,1547.737
1178.5801,1548.78
1179.581,1549.8152
1180.5845,1550.8542
1181.5864,1551.8972
1182.5879,1552.9324
1183.5908,1553.9714
1184.5928,1555.0105
1185.5947,1556.0496
1186.5957,1558.0691
1187.5986,1559.1082
1188.6006,1560.1589
1189.6025,1561.1902
1190.604,1562.2214
1191.6079,1563.2683
1192.6094,1564.3074
1193.6113,1565.3503
1194.6138,1566.3855
1195.6152,1567.4207
1196.6167,1568.4597
1197.6196,1569.5066
1198.6221,1570.5378
1199.624,1571.573
1200.626,1572.612
1201.6284,1573.6589
1202.6279,1578.6238
1203.6304,1579.6667
1204.6318,1580.6941
1205.6343,1581.737
1206.6367,1582.7722
1207.6382,1583.823
1208.6382,1588.7839
1209.6401,1589.823
1210.6421,1590.862
1211.645,1591.9011
1212.6431,1598.8269
1213.6455,1599.8738
1214.647,1600.9089
1215.6499,1601.948
1216.6514,1602.991
1217.6533,1604.03
1218.6553,1605.0652
1219.6577,1606.1082
1220.6592,1609.1042
1221.6602,1610.1433
1222.6626,1611.1902
1223.6646,1612.2253
1224.6675,1613.2644
1225.6694,1614.3035
1226.6709,1615.3425
1227.6748,1616.3816
1228.6753,1617.4207
1229.6768,1619.4402
1230.6787,1620.4792
1231.6816,1621.5183
1232.6836,1622.5613
1233.6855,1623.5925
1234.688,1624.6316
1235.687,1629.5964
1236.6895,1630.6433
1237.6914,1631.6824
1238.6934,1632.7175
1239.6958,1633.7566
1240.6982,1634.7996
1241.7007,1635.8308
1242.7021,1636.8777
1243.7046,1637.9128
1244.7065,1638.9519
1245.7085,1639.991
1246.7104,1641.03
1247.7134,1642.073
1248.7148,1643.1042
1249.7168,1644.1433
1250.7192,1645.1863
1251.7188,1650.1511
1252.7202,1652.1785
1253.7227,1653.2136
1254.7246,1654.2488
1255.7222,1662.1667
1256.7246,1663.2097
1257.7266,1664.2527
1258.7256,1670.1941
1259.7275,1671.2332
1260.73,1672.2761
1261.7319,1673.3152
1262.7329,1674.3503
1263.7363,1675.3894
1264.7383,1676.4324
1265.7388,1680.4128
1266.7407,1681.4558
1267.7437,1682.4949
1268.7412,1690.4128
1269.7422,1691.448
1270.7451,1692.487
1271.7466,1693.5261
1272.7456,1700.4519
1273.7476,1701.4949
1274.6787,1812.5417
1275.6812,1813.5847
1276.6816,1814.6199
1277.6846,1815.6589
1278.6865,1816.698
1279.689,1817.7292
1280.6924,1818.7761
1281.6929,1819.8191
1282.6953,1820.8542
1283.6973,1821.8894
1284.6997,1822.9363
1285.7021,1823.9753
1286.7036,1825.0105
1287.706,1826.0496
1288.7085,1827.0847
1289.7104,1828.1277
1290.7119,1829.1589
1291.7139,1830.2019
1289.9097,17373.293
1290.8931,17374.209
1291.876,17375.129
1292.8467,17381.93
1293.8291,17382.852
1294.812,17383.766
1295.7949,17384.684
1296.7651,17391.49
1297.748,17392.406
1298.7314,17393.324
1299.7144,17394.244
1300.6841,17401.049
1301.667,17401.963
1302.6504,17402.88
1303.6333,17403.803
1304.6025,17410.605
1305.5864,17411.521
1306.5698,17412.443
1307.5522,17413.361
1308.523,17420.164
1309.5054,17421.078
1310.4888,17422.0
1311.4712,17422.914
1312.4419,17429.723
1313.4238,17430.637
1314.4077,17431.553
1315.3906,17432.469
1316.3613,17439.28
1317.3442,17440.191
1318.3276,17441.113
1319.3105,17442.027
1320.2803,17448.836
1321.2627,17449.752
1322.2461,17450.676
1323.229,17451.588
1324.1997,17458.395
1325.1821,17459.309
1326.1641,17460.225
1330.9043,1705.7097
1331.9062,1706.7449
1332.9097,1707.7839
1333.9102,1708.8152
