window_start,anomaly_window,anomaly_score
2371,1,0.054390161342475984
2372,1,0.0551741566261561
2373,1,0.032046683203440285
2374,1,0.01985400184632735
2375,1,0.021980298367570317
2376,1,0.03297072038815263
2377,1,0.04628626906808053
2378,1,0.050405954882447146
2379,1,0.06008332649518655
2380,1,0.053351989509677455
2381,1,0.05346189129674239
2382,1,0.047661483449762176
2383,1,0.07917426330436483
2384,1,0.04169146071556673
2385,1,0.04609892747878064
2386,1,0.03620669376467767
2387,1,0.012584501669409942
2388,1,0.028258086914866976
2389,1,0.03798242490301407
2390,1,0.030108394043983022
2391,1,0.03484369565415646
2392,1,0.04306372195448094
2393,1,0.06474594939996825
2394,1,0.05312400668523942
2395,1,0.06952658022521674
2396,1,0.11119128921952504
2397,1,0.17201242198556455
2398,1,0.2642345928581835
2399,1,0.23284638070245167
2400,1,0.3013903142614289
2401,1,0.35385434105726365
2402,1,0.35406704387867616
2403,1,0.4106594470973033
2404,1,0.45665973831826934
2405,1,0.5440791660572257
2406,1,0.559184306766265
2407,1,0.5537216671570055
2408,1,0.5860912802410203
2409,1,0.6000970576655673
2410,1,0.7102077181846385
2411,1,0.6845227083033185
2412,1,0.660995693715877
2413,1,0.6998793015259563
2414,1,0.6407811597692725
2415,1,0.6979078743665861
2416,1,0.6920135345310738
2417,1,0.6879594242442448
2418,1,0.6842108204787105
2419,1,0.6795719525636983
2420,1,0.6888214578239089
2421,1,0.6977089910102001
2422,1,0.6955518507353515
2423,1,0.7290418744296909
2424,1,0.7297071021883488
2425,1,0.762680832019571
2426,1,0.7254778480399215
2427,1,0.7690397782060834
2428,1,0.7282141108333096
2429,1,0.7247496820301693
2430,1,0.7368819727779754
2431,1,0.7227284134321765
2432,1,0.7150122669877561
2433,1,0.7044012858982316
2434,1,0.6875550655273481
2435,1,0.6972453716922482
2436,1,0.7827031847894808
2437,1,0.8817443917551118
2438,1,0.9007167450507483
2439,1,0.8913765275303902
2440,1,0.9134331415625914
2441,1,1.0096321960564412
2442,1,1.124866379845567
2443,1,1.05459402396579
2444,1,1.0654140273942012
2445,1,1.11291964409146
2446,1,1.0712655949347143
2447,1,1.0868825521432455
2448,1,1.0562506113662513
2449,1,1.1223288823558852
2450,1,1.0670869100294764
2451,1,1.0623517682465602
2452,1,1.1381143613376938
2453,1,1.1160438316379016
2454,1,1.131446336346698
2455,1,1.0115138766282437
2456,1,1.1213421399104555
2457,1,1.2158175412991055
2458,1,1.0448823570587122
2459,1,1.082084784498373
2460,1,1.1182388976625401
2461,1,1.1360155167900392
2462,1,1.1531777779623962
2463,1,1.1989419605901768
2464,1,1.317285447465605
2465,1,1.1955165961687477
2466,1,1.1837616930015296
2467,1,1.3809808726943804
2468,1,1.2573708950150366
2469,1,1.2413366766646945
2470,1,1.2037443199003381
2471,1,1.3010935247551059
2472,1,1.244745280877697
2473,1,1.2040599174603779
2474,1,1.1779059289851723
2475,1,1.1353781816495485
2476,1,1.2357139578324636
2477,1,1.0947620588007339
2478,1,1.0883208178085706
2479,1,1.105325661082559
2480,1,1.1607557319598465
2481,1,1.219725950262986
2482,1,1.137361852918127
2483,1,1.1463899953089642
2484,1,1.184895925760069
2485,1,1.1961828272290642
2486,1,1.2262358096998698
2487,1,1.2021031008671876
2488,1,1.203360509147596
2489,1,1.0772107641527096
2490,1,1.1544967961381456
2491,1,1.1170006951106886
2492,1,1.0446151687817586
2493,1,1.0872846521754216
2494,1,1.0627073468659471
2495,1,0.9998653938487827
2496,1,1.0447093960788756
2497,1,1.0997762539218106
2498,1,0.9225589144285764
2499,1,0.9201933312692647
2500,1,0.9563900652487147
